Institution Name,Category,Name of Financial Institution,Instituition Type,Categorization,Old Name,Date of New Name,Street Address,Area,State,Telephone Number(s),Website,Email,Fax,PostalAddress,country,Ownership Type,Other Information,Date Licensed
Alternative Bank Limited,Non-Interest Banks,Alternative Bank Limited,Non-Interest Bank,National,-,01/01/1900,"No 239, Ikorodu Road, Obanikoro, Ilupeju, Mushin LGA Lagos.",Mushin,LAGOS,+23417000555,https://altbank.ng,help@altbank.ng,-,"o 239, Ikorodu Road, Obanikoro, Ilupeju, Mushin LGA Lagos.",NGN,Domestic,-,06/26/2023
JAIZ BANK PLC,Non-Interest Banks,,,,,,,,,,,,,,,,,
LOTUS BANK LTD,Non-Interest Banks,,,,,,,,,,,,,,,,,
Summit Bank Limited,Non-Interest Banks,Summit Bank Limited,Non-Interest Bank,Regional,-,06/02/2025,"No. 5 Amal Pepple Street Off Ameyo Adadevoh Way, Jahi Abuja.",Abuja,ABUJA,+234 (0) 700 700 0005,www.summitbankng.com,info@summitbankng.com,-,"No. 5 Amal Pepple Street Off Ameyo Adadevoh Way, Jahi Abuja.",NGN,Domestic,-,2/6/2025
TAJ,Non-Interest Banks,,,,,,,,,,,,,,,,,
ABBEY MORTGAGE BANK,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
Adamawa Mortgage Bank Limited,Primary Mortgage Banks,Adamawa Mortgage Bank Limited,Primary Mortgage Institutions,State,-,01/01/1900,"No 1, Bishop Street, Jimeta Yola, Adamawa State",Yola,ADAMAWA,07032268912,-,-,-,-,NGN,Domestic,-,05/23/2024
AG HOMES,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
AKWA SAVINGS,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
ASO SAVINGS & LOANS,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
BRENT (SKYFIELD) SAVINGS,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
CENTAGE SAVINGS & LOANS,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
CITY CODE,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
COOP SAVINGS & LOANS,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
DELTA MORTGAGE FINANCE,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
FBN MORTGAGES,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
FHA HOMES LTD.,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
FIRST GENERATION HOMES,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
GATEWAY SAVINGS,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
GLOBAL TRUST,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
HAGGAI MORTGAGE BANK,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
HOME-BASE MORTGAGE,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
IMPERIAL HOMES,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
INFINITY TRUST,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
JIGAWA SAVINGS & LOANS,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
JUBILEE-LIFE MORTGAGE BANK,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
KEBBI STATE HOMES,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
LAGOS BUILDING & INVESTMENT,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
MAYFRESH MORTGAGE BANK,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
MGSL MORTGAGE BANK,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
MUTUAL ALLIANCE,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
NEW PRUDENTIAL,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
NIGERIA POLICE MORTGAGE BANK,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
OMOLUABI (LIVINGSPRING),Primary Mortgage Banks,,,,,,,,,,,,,,,,,
PLATINUM MORTGAGE BANK,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
REFUGE HOMES,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
STB BUILDING SOCIETY,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
TRUSTBOND MORTGAGE BANK,Primary Mortgage Banks,,,,,,,,,,,,,,,,,
9 PSB Ltd,Payment Service Banks,,,,,,,,,,,,,,,,,
Hope PSB Ltd,Payment Service Banks,,,,,,,,,,,,,,,,,
MOMO PAYMENT SERVICE BANK,Payment Service Banks,MOMO PAYMENT SERVICE BANK,Payment Service Bank,National,MOMO PAYMENT SERVICE BANK,01/01/1900,"ATLANTIS BUILDING, PLOT 290B, AKIN ADESOLA STREET, VICTORIA ISLAND LAGOS",VICTORIA ISLAND,LAGOS,xxxxxxxxxx,www.momopsb.com,-,-,"P.M.B. 80147 ADEOLA ODEKU POST OFFICE, VICTORIA ISLAND, LAGOS",NGN,Domestic,-,04/08/2022
Moneymaster PSB Ltd,Payment Service Banks,,,,,,,,,,,,,,,,,
SMARTCASH PSB LIMITED,Payment Service Banks,SMARTCASH PSB LIMITED,Payment Service Bank,None,-,01/01/1900,"Plot L2 401 Close Banana Island, Ikoyi, Lagos",Ikoyi,LAGOS,09125939939,-,-,-,-,NGN,Domestic,-,04/27/2022
ABEG TECHNOLOGIES LIMITED,Mobile Money Operators,,,,,,,,,,,,,,,,,
CHAMS MOBILE LIMITED,Mobile Money Operators,CHAMS MOBILE LIMITED,Mobile Money Operator,None,CHAMS MOBILE LIMITED,01/01/1900,"8 Louis Solomon Close Off Ahmadu Bello Way ,Victoria Island, Lagos",Victoria Island,LAGOS,xxx,-,colaniyan@chamsmobile.com,-,-,NGN,Domestic,-,09/24/2012
ETRANZACT INTERNATIONAL LIMITED,Mobile Money Operators,ETRANZACT INTERNATIONAL LIMITED,Mobile Money Operator,None,ETRANZACT INTERNATIONAL LIMITED,01/01/1900,27/29 Adeyemo Alakija Street Victoria Island,Victoria Island,LAGOS,xxxx,-,Oluwafemi.Aminu@etranzactng.com,-,-,NGN,Domestic,-,08/18/2021
FORTIS MOBILE MONEY LIMITED,Mobile Money Operators,FORTIS MOBILE MONEY LIMITED,Mobile Money Operator,None,FORTIS MOBILE MONEY LIMITED,01/01/1900,"Suit 402 Capital Hub Mabushi, Abuja",Mabushi,ABUJA,xxxx,-,aagabaenwere@fortismobilemoney.com,-,-,NGN,Domestic,-,12/10/2013
FUNDS AND ELECTRONIC TRANSFER (FETS) LIMITED,Mobile Money Operators,FUNDS AND ELECTRONIC TRANSFER (FETS) LIMITED,Mobile Money Operator,None,FUNDS AND ELECTRONIC TRANSFER (FETS) LIMITED,01/01/1900,"15 Cameron Road, Ikoyi, Lagos",Ikoyi,LAGOS,xxxxx,-,JOHN.MAGO@FETSLIMITED.COM,-,-,NGN,Domestic,-,12/10/2013
HEDONMARK MANAGEMENT SERVICES LIMITED,Mobile Money Operators,HEDONMARK MANAGEMENT SERVICES LIMITED,Mobile Money Operator,None,HEDONMARK MANAGEMENT SERVICES LIMITED,01/01/1900,"NCR Building (8th Floor)t, 6 Broad Street, Lagos Island, Lagos",Lagos Island,LAGOS,xxxxx,-,oshone@zoto.com.ng,-,-,NGN,Domestic,-,01/15/2014
KONGAPAY TECHNOLOGIES LIMITED (FORMERLY ZINTERNET LIMITED ),Mobile Money Operators,KONGAPAY TECHNOLOGIES LIMITED (FORMERLY ZINTERNET LIMITED ),Mobile Money Operator,None,ZINTERNET LIMITED,01/01/1900,"1 Redemption Crescent Gbagada, before UPS, off Oshodi Apapa Express way, Lagos",Apapa,LAGOS,xxxxx,-,michael@kongapay.com,-,-,NGN,Domestic,-,09/24/2012
MKUDI LIMITED,Mobile Money Operators,MKUDI LIMITED,Mobile Money Operator,None,MKUDI LIMITED,01/01/1900,"Plot 1648C, Oko-Awo Close, Victoria Island, Eti Osa",Victoria Island,LAGOS,xxxxx,-,Thomas.Ezeh@interswitchgroup.com,-,-,NGN,Domestic,-,12/09/2013
NOWNOW DIGITAL SYSTEMS LIMITED (FORMERLY CONTEC GLOBAL INFOTECH LIMITED),Mobile Money Operators,NOWNOW DIGITAL SYSTEMS LIMITED (FORMERLY CONTEC GLOBAL INFOTECH LIMITED),Mobile Money Operator,None,CONTEC GLOBAL INFOTECH LIMITED,01/01/1900,239/241 Ikorodu Road Beside Sterling Bank Head Office Annex Office illupeju,Ilupeju,LAGOS,xxxxx,-,chiamaka@nownow.ng,-,-,NGN,Domestic,-,01/25/2018
OPAY DIGITAL SERVICES LIMITED (FORMERLY PAYCOM NIGERIA LIMITED),Mobile Money Operators,OPAY DIGITAL SERVICES LIMITED (FORMERLY PAYCOM NIGERIA LIMITED),Mobile Money Operator,None,PAYCOM NIGERIA LIMITED,01/01/1900,"Alexander House Otunba Jobi Fele Way Agidingbi, Alausa, Ikeja, Lagos",Ikeja,LAGOS,xxxxx,-,aolaniyi@opay-inc.com,-,-,NGN,Domestic,-,12/09/2013
PAGATECH LIMITED,Mobile Money Operators,PAGATECH LIMITED,Mobile Money Operator,None,PAGATECH LIMITED,01/01/1900,"176 Herbert Macaulay Way 3rd Floor, Yaba, Lagos",Yaba,LAGOS,xxxxx,-,tayo@pagatech.com,-,-,NGN,Domestic,-,12/09/2013
PALMPAY LIMITED,Mobile Money Operators,PALMPAY LIMITED,Mobile Money Operator,None,PALMPAY LIMITED,01/01/1900,"No 63, Adekunle Fajuyi Street, Ikeja, Lagos",Ikeja,LAGOS,xxxxx,-,chika.nwosu@palmpay-inc.com,-,-,NGN,Domestic,-,06/24/2020
PARKWAY PROJECTS LIMITED,Mobile Money Operators,PARKWAY PROJECTS LIMITED,Mobile Money Operator,None,PARKWAY PROJECTS LIMITED,01/01/1900,"295, Herbert Macaulay way, Yaba, Lagos",Yaba,LAGOS,xxxxx,-,eonwugbufor@parkway.ng,-,-,NGN,Domestic,-,12/23/2011
TEASY INTERNATIONAL COMPANY LTD.,Mobile Money Operators,TEASY INTERNATIONAL COMPANY LTD.,Mobile Money Operator,None,TEASY INTERNATIONAL COMPANY LTD.,01/01/1900,"No 3 Elbe Close Off Panama Street, Maitama, Abuja",Maitama,ABUJA,xxxxx,-,agabdo@teasymobile.com,-,-,NGN,Domestic,-,12/14/2014
VISUAL ICT LIMITED,Mobile Money Operators,,,,,,,,,,,,,,,,,
VTNETWORK LIMITED,Mobile Money Operators,VTNETWORK LIMITED,Mobile Money Operator,None,VTNETWORK LIMITED,01/01/1900,"11, Okunola Abass Street Bodija Ibadan",Ibadan,OYO,xxxxx,-,ayodeji@virtualterminalnetwork.com,-,-,NGN,Domestic,-,09/25/2014
XPRESS MTS LIMITED,Mobile Money Operators,XPRESS MTS LIMITED,Mobile Money Operator,None,XPRESS MTS LIMITED,01/01/1900,"N0 23 Oba Akinjobi Way, Ikeja GRA, Lagos",Ikeja,LAGOS,xxxxx,-,Abdulmuiz.Awa@xpresspayments.com,-,-,NGN,Domestic,-,08/23/2022
